Date,SPX,GOLD,USO,Silver,PLT_Price,PLD_Price,EUR/USD
09-08-2008,1267.790039,78.860001,85.93,11.95,1450.75,575.8,1.414847
09-09-2008,1224.51001,76.489998,82.349998,11.18,1487.2,599.5,1.398406
09-10-2008,1232.040039,74.220001,82.970001,10.6,1477.6,585.3,1.3996
09-11-2008,1249.050049,73.080002,81.489998,10.32,1445.85,577.2,1.423994
9/15/2008,1192.699951,77.559998,76.300003,10.95,1446.6,583.2,1.413507
9/16/2008,1213.599976,76.790001,74.989998,10.4,1428.35,576.7,1.432932
9/17/2008,1156.390015,85.459999,77.5,11.9,1427.6,581.6,1.430492
9/18/2008,1206.51001,82.800003,79.169998,11.89,1419,579.6,1.441795
9/22/2008,1207.089966,89.18,87.620003,13.35,1432.5,585.4,1.469292
9/23/2008,1188.219971,88.32,86.129997,13.18,1422.6,577.9,1.463315
9/24/2008,1185.869995,86.709999,84.860001,13.09,1420.8,584,1.464193
9/25/2008,1209.180054,86.449997,86.690002,13.03,1408.9,575.6,1.459897
9/29/2008,1106.420044,89.57,77.089996,12.95,1420.45,584.7,1.409642
9/30/2008,1166.359985,85.07,82.010002,11.85,1415.35,575.9,1.40162
10-01-2008,1161.060059,85.970001,79.589996,12.33,1399.4,573.3,1.380796
10-02-2008,1114.280029,82.330002,75.82,10.8,1387.95,564.2,1.378493
10-06-2008,1056.890015,84.279999,71.610001,10.75,1399.15,565.8,1.358806
10-07-2008,996.22998,87.269997,72.489998,11.38,1405.3,570.6,1.495707
10-08-2008,984.940002,89.419998,72.260002,11.51,1411.45,571.05,1.359804
10-09-2008,909.919983,89.900002,69.599998,11.95,1416.05,588.2,1.3398
10/13/2008,1003.349976,81.989998,67.779999,10.59,1410.5,588,1.361804
10/14/2008,998.01001,82.199997,65.029999,10.86,1402.2,583.4,1.344393
10/15/2008,907.840027,83.309998,60.73,10.27,1388.7,568.6,1.349
10/16/2008,946.429993,79.290001,59.34,9.6,1406.05,579.6,1.3423
10/20/2008,985.400024,78.5,61.799999,9.77,1401.3,579,1.306114
10/21/2008,955.049988,76.029999,58.77,9.98,1409.4,585.8,1.281673
10/22/2008,896.780029,71.709999,54.93,9.45,1409.25,586.8,1.294498
10/23/2008,908.109985,70.650002,56.599998,9.38,1413.2,586.2,1.262993
10/27/2008,848.919983,72.18,50.849998,8.85,1400.95,582.1,1.246463
10/28/2008,940.51001,73.790001,53.220001,9.05,1388.85,574.8,1.280902
10/29/2008,930.090027,74,55.68,9.67,1396.85,579.3,1.295924
10/30/2008,954.090027,72.709999,54,9.68,1436.65,582.5,1.286803
10/31/2008,968.75,71.339996,55.59,9.58,1474.75,607.2,1.270196
11-03-2008,966.299988,71.099998,52.490002,9.62,1489.65,606.8,1.261798
11-04-2008,1005.75,75.480003,57.380001,10.12,1508.9,625.1,1.298398
11-05-2008,952.77002,72.800003,53.84,10.21,1539.1,631.9,1.291806
11-06-2008,904.880005,72.220001,50.150002,9.9,1542.25,652,1.269503
11-07-2008,930.98999,72.5,50.040001,9.94,1550.45,652.5,1.271407
11-10-2008,919.210022,73.580002,51.23,10.06,1545.3,653.1,1.274795
11-11-2008,898.950012,72.050003,48.110001,9.64,1518.2,635.9,1.251596
11-12-2008,852.299988,70,45.75,9.17,1517.35,630.1,1.245904
11/13/2008,911.289978,72.150002,49,9.3,1507.65,614.9,1.278871
11/14/2008,873.289978,73.300003,46.18,9.36,1540.15,627.95,1.2597
11/17/2008,850.75,72.650002,45.16,9.18,1566.9,640.25,1.264398
11/18/2008,859.119995,72.510002,44.77,9.48,1567.8,646.15,1.263695
11/19/2008,806.580017,72.260002,43.259998,9.1,1581.1,647,1.250531
11/20/2008,752.440002,73.449997,39.549999,8.86,1591.75,654,1.243905
11/21/2008,800.030029,78.849998,41,9.52,1592.35,672.25,1.259097
11/24/2008,851.809998,80.910004,44.130001,10.43,1606,674.4,1.291773
11/25/2008,857.390015,80.870003,41.360001,10.19,1643.45,678.8,1.303407
11/26/2008,887.679993,80.379997,44.540001,10.19,1692.85,688.5,1.289923
11/28/2008,896.23999,80.309998,42.09,10.23,1709,698.8,1.269793
12-01-2008,816.210022,75.650002,39.889999,9.18,1665.3,688.6,1.259906
12-02-2008,848.809998,76.949997,38.5,9.49,1621.6,666.85,1.271326
12-03-2008,870.73999,76.18,38.049999,9.51,1641.5,671.9,1.270793
12-04-2008,845.219971,75.5,35.41,9.38,1628.9,659.6,1.2774
12-05-2008,876.070007,74.519997,34.25,9.4,1635.8,672.1,1.271698
12-08-2008,909.700012,76.199997,36.119999,9.89,1626.5,644.35,1.491803
12-09-2008,888.669983,76.330002,34.450001,9.7,1632.85,638.4,1.292608
12-10-2008,899.23999,79.75,35.810001,10.12,1641,624.7,1.301406
12-11-2008,873.590027,80.650002,38.639999,10.2,1657.65,637,1.332996
12-12-2008,879.72998,80.809998,38.099998,10.14,1667.25,638.3,1.335399
12/15/2008,868.570007,82.599998,36.84,10.55,1677.5,643.5,1.3696
12/16/2008,913.179993,84.459999,36.439999,11.03,1691.15,655.7,1.406193
12/17/2008,904.419983,85.43,34.810001,11.29,1726.7,673.1,1.440839
12/18/2008,885.280029,83.870003,32.73,10.84,1711.25,661.4,1.429307
12/19/2008,887.880005,82.629997,33.060001,10.67,1688.55,655.8,1.392603
12/22/2008,871.630005,83.459999,30.629999,10.73,1671.05,649.2,1.395907
12/23/2008,863.159973,82.629997,30,10.16,1686.15,652.5,1.393787
12/24/2008,868.150024,83.459999,29.02,10.28,1655.35,634.3,1.400894
12/26/2008,872.799988,85.599998,29.1,10.64,1642.6,633.4,1.402702
12/29/2008,869.419983,86.349998,30.92,10.77,1654.15,641.8,1.403903
12/30/2008,890.640015,85.900002,30.200001,10.82,1667.5,651,1.414007
12/31/2008,903.25,86.519997,33.099998,11.2,1647.35,645,1.397995
01-02-2009,931.799988,86.230003,35.630001,11.41,1621.75,625.7,1.392292
01-05-2009,927.450012,84.480003,37.299999,11.11,1615.15,625.5,1.364592
01-06-2009,934.700012,85.129997,37.25,11.34,1581.8,598.9,1.351004
01-07-2009,906.650024,82.75,33.27,10.86,1568.85,595.5,1.3611
01-08-2009,909.72998,84.459999,33.200001,10.99,1571.85,606.1,1.369901
01-09-2009,890.349976,83.919998,32.369999,11.1,1547.15,597.1,1.345497
01-12-2009,870.26001,80.760002,30.65,10.5,1570.3,606.7,1.336005
1/13/2009,871.789978,80.879997,31.84,10.6,1570.15,610.5,1.320202
1/14/2009,842.619995,79.790001,31.23,10.45,1545.5,600.7,1.321702
1/15/2009,843.73999,80.389999,30.18,10.49,1549.2,612.7,1.315807
1/16/2009,850.119995,82.709999,29.860001,11.11,1556.45,615.3,1.329204
1/20/2009,805.219971,84.519997,28.66,11.09,1546.6,611.8,1.288494
1/21/2009,840.23999,84.150002,31.030001,11.18,1547.5,614.8,1.300508
1/22/2009,827.5,84.580002,30.02,11.33,1554.95,606.4,1.300678
1/23/2009,831.950012,88.529999,32.330002,11.85,1585.85,635.3,1.296496
1/26/2009,836.570007,88.949997,32.139999,11.9,1586.45,633.4,1.319192
1/27/2009,845.710022,88.379997,29.5,11.85,1572.35,632.5,1.321598
1/28/2009,874.090027,87.419998,29.75,11.86,1560.25,626.9,1.315322
1/29/2009,845.140015,89.5,29.219999,12.26,1577.7,641.3,1.293795
1/30/2009,825.880005,91.309998,29.219999,12.52,1580.85,637,1.283697
02-02-2009,825.440002,88.839996,28.4,12.21,1580.35,646,1.281493
02-03-2009,838.51001,88.470001,28.870001,12.32,1622.6,666.3,1.301287
02-04-2009,832.22998,89.18,28.27,12.42,1615.6,665.8,1.285562
02-05-2009,845.849976,90.120003,28.809999,12.75,1612.4,669.1,1.279116
02-06-2009,868.599976,89.589996,28.200001,12.91,1612.3,674.6,1.292708
02-09-2009,869.890015,88.32,28.25,12.72,1614.15,685.2,1.295908
02-10-2009,827.159973,90.209999,26.91,12.98,1603.8,686.25,1.291406
02-11-2009,833.73999,92.290001,26.08,13.34,1608.1,689.45,1.286803
02-12-2009,835.190002,93.169998,26.129999,13.33,1583.5,681.1,1.289092
2/13/2009,826.840027,92.550003,25.6,13.54,1581.85,685.95,1.286604
2/17/2009,789.169983,95.449997,23.459999,13.99,1596.7,695.55,1.258194
2/18/2009,788.419983,96.910004,22.860001,14.17,1607.85,696.5,1.256897
2/19/2009,778.940002,95.769997,24.280001,13.89,1622.85,703.25,1.265903
2/20/2009,770.049988,97.800003,24.35,14.25,1632.9,695.3,1.293293
2/23/2009,743.330017,97.730003,23.32,14.34,1628.3,699.65,1.267813
2/24/2009,773.140015,94.730003,24.440001,13.61,1614.35,690.25,1.287399
2/25/2009,764.900024,93.150002,26,13.49,1618.2,703.4,1.272426
2/26/2009,752.830017,93.059998,27.23,12.97,1608.25,697.2,1.272054
2/27/2009,735.090027,92.629997,27.049999,12.88,1598.4,689.85,1.267893
03-02-2009,700.820007,90.93,24.48,12.77,1588.45,694,1.256408
03-03-2009,696.330017,90.040001,25.389999,12.65,1555.5,679.25,1.25318
03-04-2009,712.869995,88.989998,27.610001,12.78,1539.3,681.3,1.263807
03-05-2009,682.549988,91.989998,26.559999,13.15,1538.75,685.8,1.254674
03-06-2009,683.380005,92.290001,27.99,13.18,1544.15,691.4,1.263807
03-09-2009,676.530029,90.57,28.65,12.77,1537.6,707.35,1.262276
03-10-2009,719.599976,88.139999,27.83,12.45,1524.7,699.6,1.271666
03-11-2009,721.359985,89.220001,26.299999,12.59,1543,704.6,1.280672
03-12-2009,750.73999,91.099998,28.23,12.79,1571.5,706.9,1.28989
3/13/2009,756.549988,91.300003,27.629999,13.05,1555.15,693.2,1.292992
3/16/2009,753.890015,90.800003,28.25,12.79,1560.8,687.8,1.297606
3/17/2009,778.119995,90.040001,29.440001,12.6,1561.1,672.7,1.303322
3/18/2009,794.349976,93.089996,29.610001,12.77,1582.35,673.7,1.348399
3/19/2009,784.039978,94.349998,30.360001,13.42,1594.95,686.9,1.366195
3/20/2009,768.539978,93.589996,30.76,13.61,1634.95,698.6,1.358197
3/23/2009,822.919983,92.080002,31.780001,13.46,1632.4,702.1,1.362045
3/24/2009,806.119995,90.949997,31.610001,13.25,1656.75,703.7,1.348127
3/25/2009,813.880005,91.980003,31.209999,13.35,1685.5,712.6,1.3577
3/26/2009,832.859985,91.93,32.02,13.35,1690.65,722.8,1.35307
3/27/2009,815.940002,90.690002,30.75,13.15,1687.6,725.4,1.329204
3/30/2009,787.530029,89.980003,28.700001,12.85,1670.45,720.2,1.324696
3/31/2009,797.869995,90.279999,29.049999,12.79,1700.55,726.8,1.3241
04-01-2009,811.080017,91.029999,28.58,12.84,1688.4,724.1,1.346692
04-02-2009,834.380005,88.800003,30.98,12.77,1681.1,726.7,1.348909
04-06-2009,835.47998,85.269997,30.23,11.94,1696.15,741.8,1.327739
04-07-2009,815.549988,86.739998,28.940001,12.07,1668.65,737.5,1.325135
04-08-2009,825.159973,86.610001,29.49,12.14,1682.3,751.1,1.315997
04-09-2009,856.559998,86.309998,30.690001,12.17,1688.85,749.3,1.317593
4/13/2009,858.72998,87.879997,29.68,12.57,1677.1,743.8,1.327404
4/14/2009,841.5,87.370003,29.209999,12.54,1684.7,756.3,1.322594
4/15/2009,852.059998,87.5,29.309999,12.55,1699.85,756.7,1.318044
4/16/2009,865.299988,85.809998,29.290001,12.06,1714.15,765.6,1.304495
4/20/2009,832.390015,86.949997,27.219999,11.89,1737.6,764.2,1.293494
4/21/2009,850.080017,86.889999,27.33,11.86,1718.35,750.3,1.300576
4/22/2009,843.549988,87.379997,27.34,12.13,1716.75,754,1.314095
4/23/2009,851.919983,88.800003,27.879999,12.54,1696.3,758.5,1.325803
4/27/2009,857.51001,89.010002,28.08,12.66,1722.45,773.5,1.313094
4/28/2009,855.159973,87.75,27.85,12.3,1722.9,765.3,1.326594
4/29/2009,873.640015,88.330002,28.559999,12.55,1714.15,764.5,1.323522
4/30/2009,872.809998,87.269997,28.629999,12.21,1680.65,756.1,1.326805
05-04-2009,907.23999,88.639999,30.559999,12.83,1692.6,764.3,1.331593
05-05-2009,903.799988,88.25,30.15,13.14,1648.8,741.1,1.331292
05-06-2009,919.530029,89.540001,31.43,13.52,1624.75,735.5,1.339208
05-07-2009,907.390015,89.440002,31.49,13.6,1609.9,738.2,1.363903
05-11-2009,909.23999,89.690002,32.290001,13.74,1612.5,741.1,1.364498
05-12-2009,908.349976,90.699997,32.630001,14.02,1622.25,745.8,1.358862
5/13/2009,883.919983,91.089996,32.189999,13.81,1604.3,743.15,1.363605
5/14/2009,893.070007,91.029999,32.400002,13.85,1585.25,732.6,1.350202
5/18/2009,909.710022,90.360001,32.709999,13.58,1573.5,718.65,1.363234
5/19/2009,908.130005,90.959999,32.790001,13.98,1571.95,712.5,1.377297
5/20/2009,903.469971,92.25,33.869999,14.1,1593.5,732.6,1.390608
5/21/2009,888.330017,93.849998,33.380001,14.34,1591.25,738.05,1.400305
5/26/2009,910.330017,93.760002,34.110001,14.42,1603.95,757.05,1.383394
5/27/2009,893.059998,93.449997,34.580002,14.58,1604.8,780.65,1.393107
5/28/2009,906.830017,94.239998,35.34,14.93,1605.15,780.1,1.415709
06-01-2009,942.869995,95.730003,37.43,15.35,1594.25,773.6,1.430861
06-02-2009,944.73999,96.360001,37.610001,15.75,1589,769.25,1.414968
06-03-2009,931.76001,94.410004,36.25,15.14,1592.25,768.8,1.417796
06-04-2009,942.460022,96.230003,37.689999,15.63,1590.95,776,1.397194
06-08-2009,939.140015,93.559998,37.540001,14.76,1581.5,764.3,1.406331
06-09-2009,942.429993,93.830002,38.189999,15.03,1560.55,733.4,1.398386
06-10-2009,939.150024,93.860001,38.970001,15.01,1577.2,756.4,1.411094
06-11-2009,944.890015,93.699997,39.68,15.13,1577.65,755.05,1.400109
6/15/2009,923.719971,91.099998,38.52,13.83,1583.25,759.75,1.382992
6/16/2009,911.969971,91.93,38.509998,13.99,1590.25,755.55,1.393806
6/17/2009,910.710022,92.349998,38.700001,14.12,1577.6,765.1,1.391498
6/18/2009,918.369995,91.610001,38.849998,13.97,1583.7,767.5,1.3947
6/22/2009,893.039978,90.540001,36.25,13.54,1574.65,773,1.407202
6/23/2009,895.099976,90.919998,37.41,13.62,1596.55,781.9,1.394097
6/24/2009,900.940002,91.449997,37.09,13.68,1577.75,770.4,1.398562
6/25/2009,920.26001,92.309998,38.049999,13.81,1531.75,754.3,1.405304
6/29/2009,927.22998,92.040001,38.669998,13.66,1521.45,726.2,1.403883
6/30/2009,919.320007,91.18,37.93,13.38,1539.3,728.4,1.414087
07-01-2009,923.330017,92.389999,37.459999,13.55,1538.9,728.65,1.395751
07-02-2009,896.419983,91.25,36.049999,13.16,1546.95,731.85,1.396005
07-06-2009,898.719971,90.760002,34.709999,13.1,1524.4,720.3,1.391595
07-07-2009,881.030029,90.709999,33.810001,12.89,1535.45,732.2,1.387906
07-08-2009,879.559998,89.269997,32.57,12.69,1486.45,707.95,1.4028
07-09-2009,882.679993,89.510002,32.77,12.67,1396.25,665.85,1.393398
7/13/2009,901.049988,90.190002,32.369999,12.66,1478.15,686.5,1.397155
7/14/2009,905.840027,90.809998,32.110001,12.72,1505.5,695.2,1.410199
7/15/2009,932.679993,92.239998,33.470001,13.06,1500.1,693.6,1.414107
7/16/2009,940.73999,91.980003,33.560001,13.09,1500.75,695.6,1.410497
7/20/2009,951.130005,93.279999,34.830002,13.45,1484.4,682.2,1.41985
7/21/2009,954.580017,93.129997,34.939999,13.33,1501.45,694.5,1.420596
7/22/2009,954.070007,93.440002,34.810001,13.45,1503.8,707.6,1.41633
7/23/2009,976.289978,93.260002,35.790001,13.52,1493.8,708,1.421202
7/27/2009,982.179993,93.709999,36.32,13.84,1487.65,718.5,1.414607
7/28/2009,979.619995,92.110001,35.759998,13.52,1506.5,730.3,1.401463
7/29/2009,975.150024,91.199997,33.470001,13.12,1489.2,728.9,1.40849
7/30/2009,986.75,91.620003,35.490002,13.25,1484.55,738.5,1.426005
08-03-2009,1002.630005,93.870003,37.919998,14.03,1454.5,738.1,1.441961
08-04-2009,1005.650024,94.68,37.970001,14.35,1482.5,745.6,1.441171
08-05-2009,1002.719971,94.779999,38.200001,14.52,1461.75,744.9,1.437298
08-06-2009,997.080017,94.599998,38.27,14.32,1462.85,745.1,1.419104
08-10-2009,1007.099976,92.93,37.709999,14.15,1460.3,736.5,1.415008
08-11-2009,994.349976,92.790001,36.860001,14.09,1453.45,726.3,1.421707
08-12-2009,1005.809998,92.949997,37.349998,14.34,1455.75,755.3,1.427593
8/13/2009,1012.72998,93.720001,37.799999,14.79,1457.3,750.3,1.420697
8/17/2009,979.72998,91.610001,35.52,13.75,1481.1,758,1.416511
8/18/2009,989.669983,92.059998,36.860001,13.72,1456.75,751.05,1.425395
